seed,parasite_death_chance,size,update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
1,0.8,0.85,30500,49288,380175,710,12,0,0,0,1,2,1,0,0,0,0,0,0,0,0
1,0.8,0.85,31000,49640,734759,358,37,0,0,1,13,1,3,0,0,0,0,0,0,0,0
1,0.8,0.85,31500,49844,1.03332e+06,153,20,0,0,1,16,1,6,0,0,1,0,0,0,0,0
1,0.8,0.85,32000,49769,1.17422e+06,228,21,0,0,0,11,3,8,0,0,0,0,0,0,0,0
1,0.8,0.85,32500,49823,376057,170,1,0,0,3,1,4,6,0,0,0,0,0,0,0,0
1,0.8,0.85,33000,49995,733696,0,27,0,0,4,6,1,2,0,0,0,0,0,0,0,0
1,0.8,0.85,33500,49991,1.02396e+06,2,50,0,0,6,3,1,11,0,0,0,0,0,0,0,0
1,0.8,0.85,34000,49995,1.16731e+06,0,28,0,0,3,3,2,10,0,0,0,0,0,0,0,0
1,0.8,0.85,34500,49994,372090,4,7,0,0,0,3,2,2,0,0,0,0,0,0,0,0
1,0.8,0.85,35000,49997,722380,1,41,0,0,1,3,1,7,0,0,0,0,0,0,0,0
1,0.8,0.85,35500,49993,1.01922e+06,1,41,0,0,4,4,1,8,0,0,0,0,1,0,0,0
1,0.8,0.85,36000,49992,1.16318e+06,5,35,0,1,2,16,1,3,0,0,0,0,0,0,0,0
1,0.8,0.85,36500,49984,372308,1,7,0,1,15,4,0,0,0,0,0,0,0,0,0,0
1,0.8,0.85,37000,49796,715465,7,22,0,0,196,3,1,3,0,0,0,0,0,0,0,0
1,0.8,0.85,37500,49809,1.02006e+06,15,23,0,0,175,7,1,5,0,0,0,0,0,0,0,0
1,0.8,0.85,38000,49921,1.17853e+06,17,53,35,0,27,4,0,5,0,0,0,0,0,0,0,0
1,0.8,0.85,38500,49934,396651,64,10,0,0,1,4,1,1,0,0,0,0,0,0,0,0
1,0.8,0.85,39000,49625,733297,372,15,0,0,3,7,0,2,0,0,0,0,0,0,0,0
1,0.8,0.85,39500,48881,1.0201e+06,1030,27,89,0,0,7,0,5,0,0,0,0,0,0,0,0
1,0.8,0.85,40000,48912,1.15157e+06,933,28,154,0,0,9,1,5,0,0,0,0,0,0,0,0
1,0.8,0.85,40500,48686,373210,1312,11,0,0,0,2,2,1,0,0,0,0,0,0,0,0
1,0.8,0.85,41000,47657,717651,2341,16,0,0,2,0,0,3,0,0,0,0,0,0,0,0
1,0.8,0.85,41500,47268,1.01062e+06,2672,19,56,0,2,7,2,8,0,0,0,0,0,0,0,0
1,0.8,0.85,42000,47263,1.16528e+06,2457,43,92,0,188,7,0,7,0,0,0,0,0,0,0,0
1,0.8,0.85,42500,45690,371419,4244,8,65,0,1,3,0,6,0,0,0,0,0,0,0,0
1,0.8,0.85,43000,42909,721907,6993,22,8,0,89,6,1,0,0,0,0,0,0,0,0,0
1,0.8,0.85,43500,40444,1.01501e+06,9550,43,0,0,6,4,0,6,0,0,0,0,0,0,0,0
1,0.8,0.85,44000,40342,1.1615e+06,9540,22,56,0,54,12,8,13,0,0,0,0,0,0,0,0
1,0.8,0.85,44500,37028,378558,12316,6,38,0,615,6,3,0,0,0,0,0,0,0,0,0
1,0.8,0.85,45000,31964,697807,16943,8,67,0,1025,8,0,8,1,0,0,0,0,0,0,0
1,0.8,0.85,45500,31551,969664,17606,26,5,0,837,11,1,4,0,0,0,0,0,0,0,0
1,0.8,0.85,46000,30112,1.10899e+06,19078,14,203,0,607,8,0,6,0,0,0,0,0,0,0,0
1,0.8,0.85,46500,27447,352700,20537,3,380,0,1635,3,1,4,0,0,0,0,0,0,0,0
1,0.8,0.85,47000,23995,640182,23305,28,485,0,2215,4,0,6,0,0,0,0,0,0,0,0
1,0.8,0.85,47500,22266,872252,25745,33,417,0,1570,0,2,4,0,0,0,0,0,0,0,0
1,0.8,0.85,48000,20052,972071,27268,60,561,0,2117,1,1,4,0,0,1,0,0,0,0,0
1,0.8,0.85,48500,17659,286415,29036,10,1000,0,2301,1,4,0,0,0,0,0,0,0,0,0
1,0.8,0.85,49000,15691,522855,29148,13,1106,0,4053,7,2,0,0,0,0,0,0,0,0,0
1,0.8,0.85,49500,14994,723273,30650,18,1130,0,3223,7,3,4,0,0,0,0,0,0,0,0
1,0.8,0.85,50000,15571,817554,30923,19,1182,0,2317,4,7,2,0,0,0,0,0,0,0,0
1,0.8,0.85,50500,15806,281179,30947,14,1290,0,1954,1,3,0,0,0,0,0,0,0,0,0
1,0.8,0.85,51000,17421,541064,29443,9,1260,0,1875,7,1,10,0,0,0,1,0,0,0,0
1,0.8,0.85,51500,17713,763704,28480,22,1135,0,2669,5,3,1,0,0,0,0,0,0,0,0
1,0.8,0.85,52000,16737,872548,27619,44,1239,0,4405,8,0,4,0,0,0,0,0,0,0,0
1,0.8,0.85,52500,17460,287594,27464,5,413,0,4660,1,3,0,0,0,0,0,0,0,0,0
1,0.8,0.85,53000,17134,564770,27779,28,138,0,4949,7,0,5,0,0,0,0,0,0,0,0
1,0.8,0.85,53500,16652,766198,29725,34048,524,4,3099,10,0,7,0,0,0,0,0,0,0,0
1,0.8,0.85,54000,16079,715647,29107,96990,1205,6,3609,35,0,24,0,1,0,1,0,0,0,0
1,0.8,0.85,54500,15537,194437,30679,47230,1068,2,2716,16,0,1,0,0,0,0,0,0,0,0
1,0.8,0.85,55000,15538,353061,29917,97135,1052,17,3493,24,0,8,0,2,0,1,0,0,0,0
1,0.8,0.85,55500,16890,493588,28936,131390,612,3,3562,34,0,11,0,1,0,0,0,0,0,0
1,0.8,0.85,56000,16825,563368,28269,141457,720,9,4184,38,2,9,0,0,0,0,0,0,0,0
1,0.8,0.85,56500,17340,213088,27592,38544,721,2,4347,11,0,0,0,0,0,0,0,0,0,0
1,0.8,0.85,57000,18723,419376,27089,73365,744,11,3444,34,0,5,0,0,0,0,0,0,0,0
1,0.8,0.85,57500,18771,585765,27321,102776,796,4,3112,24,0,9,0,0,0,0,0,0,0,0
1,0.8,0.85,58000,17229,667510,29054,117197,970,1,2746,30,1,15,0,0,0,0,0,0,0,0
1,0.8,0.85,58500,20396,243527,27401,33442,774,0,1429,8,0,3,0,0,0,0,0,0,0,0
1,0.8,0.85,59000,20687,494994,27456,62517,1448,3,409,22,0,2,0,0,0,0,0,0,0,0
1,0.8,0.85,59500,20369,679729,28348,94420,1152,15,131,32,0,4,0,0,0,0,0,0,0,0
1,0.8,0.85,60000,21456,777313,27036,109100,1144,12,362,48,1,8,1,0,0,0,0,0,0,0
1,0.8,0.85,60500,22187,259738,26362,30863,936,1,515,15,0,4,0,0,0,0,0,0,0,0
1,0.8,0.85,61000,21931,505070,26357,56666,906,2,805,20,1,1,0,0,0,0,0,0,0,0
1,0.8,0.85,61500,20580,699316,27128,86126,1435,3,857,26,0,6,0,1,0,0,0,0,0,0
1,0.8,0.85,62000,20979,789082,26875,102692,1198,11,948,39,0,8,0,0,0,0,0,0,0,0
1,0.8,0.85,62500,20632,248594,26434,30611,1214,4,1720,13,0,6,0,0,0,0,0,0,0,0
1,0.8,0.85,63000,20899,491242,27395,66751,866,13,835,16,5,3,0,0,0,0,0,0,0,0
1,0.8,0.85,63500,20622,692626,26924,91172,1473,3,981,30,0,3,0,1,0,0,0,0,0,0
1,0.8,0.85,64000,20504,764732,25830,108201,1779,13,1885,39,2,7,0,2,0,0,0,0,0,0
1,0.8,0.85,64500,21247,276456,26185,27112,1283,2,1284,9,1,3,0,0,0,0,0,1,0,0
1,0.8,0.85,65000,22943,525543,25448,55930,588,2,1018,15,2,2,1,0,0,0,0,0,0,0
1,0.8,0.85,65500,22490,750230,26606,76643,257,2,647,24,0,6,0,0,0,0,0,0,0,0
1,0.8,0.85,66000,21457,849452,27703,88668,341,2,498,25,1,7,0,0,0,0,0,0,0,0
1,0.8,0.85,66500,21228,282303,27240,24848,282,2,1248,9,2,7,0,0,0,0,0,0,0,0
1,0.8,0.85,67000,19982,515190,28213,59098,263,9,1541,13,1,10,0,0,0,0,0,0,0,0
1,0.8,0.85,67500,19987,714851,27539,85000,341,16,2128,113,3,14,2,0,0,0,0,0,0,0
1,0.8,0.85,68000,19764,825346,28284,91549,357,6,1591,575,1,11,3,2,0,1,0,0,0,0
1,0.8,0.85,68500,20612,277309,28571,24955,56,16,759,23,2,2,0,0,0,0,0,0,0,0
1,0.8,0.85,69000,19388,533061,29069,52784,249,2,1294,187,0,5,0,0,0,0,0,0,0,0
1,0.8,0.85,69500,19065,718031,28519,79330,427,5,1984,438,5,17,0,0,0,0,0,0,0,0
1,0.8,0.85,70000,19471,822624,28376,87609,311,28,1841,903,1,15,0,3,0,0,0,0,0,0
1,0.8,0.85,70500,17032,225796,31133,38428,181,0,1650,205,4,0,0,0,0,0,0,0,0,0
1,0.8,0.85,71000,16323,397397,32118,94162,618,4,941,1083,0,8,0,2,0,0,0,0,0,0
1,0.8,0.85,71500,16271,537615,32227,151411,711,6,787,1056,4,2,0,0,0,0,0,1,0,0
1,0.8,0.85,72000,17300,612308,31586,176812,567,25,546,899,1,3,0,2,0,0,0,0,0,0
1,0.8,0.85,72500,18177,213714,30797,48458,488,3,537,64,1,7,0,0,0,0,0,0,0,0
1,0.8,0.85,73000,19644,451454,29764,85995,286,6,302,186,4,1,0,0,0,0,0,0,0,0
1,0.8,0.85,73500,19528,668660,29779,108776,192,13,498,247,3,5,0,0,0,0,0,0,0,0
1,0.8,0.85,74000,19791,804971,29715,111538,68,4,426,402,0,6,0,0,0,0,0,0,0,0
1,0.8,0.85,74500,18341,258477,30446,32974,501,0,709,28,2,3,0,0,0,0,1,0,0,0
1,0.8,0.85,75000,18968,525178,29545,57972,349,7,1138,103,0,12,0,0,0,0,0,0,0,0
1,0.8,0.85,75500,19051,765981,29332,74011,601,14,1014,191,2,8,0,1,0,0,0,0,0,0
1,0.8,0.85,76000,19355,897013,28906,77941,1031,4,707,312,1,16,0,1,0,0,0,0,0,0
1,0.8,0.85,76500,18985,273572,29236,29128,1129,1,649,28,1,5,0,0,0,0,0,0,0,0
1,0.8,0.85,77000,18663,505474,29439,61348,1424,2,474,71,0,5,0,0,0,0,0,0,0,0
1,0.8,0.85,77500,18631,697495,29306,88444,1847,5,214,287,2,2,0,0,0,0,0,0,0,0
1,0.8,0.85,78000,18795,777769,28482,101042,2492,6,229,171,2,5,0,0,0,0,0,0,0,0
1,0.8,0.85,78500,20057,290981,28780,24115,1094,7,68,15,1,4,0,0,0,0,0,0,0,0
1,0.8,0.85,79000,19908,585699,28743,45180,1339,3,10,26,0,7,0,0,0,0,0,0,0,0
1,0.8,0.85,79500,20002,802216,28272,76027,1716,7,9,27,1,7,0,0,0,0,0,0,0,0
1,0.8,0.85,80000,20723,885872,27410,92010,1430,12,437,34,0,8,0,0,0,0,0,0,0,0
1,0.8,0.85,80500,21168,275323,27571,29048,650,1,611,14,0,2,0,0,0,0,0,0,0,0
1,0.8,0.85,81000,22477,498987,25766,63328,671,1,1086,44,0,6,0,0,0,0,0,1,0,0
1,0.8,0.85,81500,23595,697394,24519,85062,546,4,1339,284,1,7,0,0,0,0,0,0,0,0
1,0.8,0.85,82000,24657,786050,24023,96609,690,6,627,1022,2,16,0,0,0,0,0,0,1,0
1,0.8,0.85,82500,19116,254791,27660,29095,1107,2,2116,114,1,3,0,0,0,0,0,0,0,0
1,0.8,0.85,83000,17789,447740,27903,67572,1446,6,2862,528,0,13,0,0,0,0,0,0,0,0
1,0.8,0.85,83500,16141,572639,27670,103867,1626,7,4560,2022,3,16,0,0,0,0,0,0,0,0
1,0.8,0.85,84000,15994,629008,28214,119269,1218,11,4571,3253,2,8,0,0,0,0,1,0,0,0
1,0.8,0.85,84500,17843,187111,25142,40801,2056,1,4954,1348,5,3,0,0,0,0,0,0,0,0
1,0.8,0.85,85000,20568,350307,21597,74288,1865,4,5969,6047,1,4,0,1,0,0,0,0,0,0
1,0.8,0.85,85500,22764,511886,20347,91842,1728,2,5160,9881,1,5,0,1,0,0,0,0,0,0
1,0.8,0.85,86000,24129,623091,19503,93325,1399,10,4966,12581,3,14,0,3,0,0,0,0,0,0
1,0.8,0.85,86500,21566,224855,22310,28162,1344,0,4777,3730,3,5,0,0,0,0,0,0,0,0
1,0.8,0.85,87000,23039,442294,20636,60426,648,2,5669,5630,8,6,0,0,0,0,0,0,0,0
1,0.8,0.85,87500,25147,646274,18382,81772,408,7,6059,6792,4,11,0,0,0,0,0,0,0,0
1,0.8,0.85,88000,24706,788390,19663,91262,615,3,5015,6992,1,11,0,1,0,0,0,0,0,0
1,0.8,0.85,88500,25408,302234,18678,21662,361,12,5551,1550,2,3,0,1,0,0,0,0,0,0
1,0.8,0.85,89000,25468,573580,19340,44222,214,6,4977,1439,1,1,0,0,0,0,0,0,0,0
1,0.8,0.85,89500,25547,805604,20295,63803,176,5,3976,1922,6,16,0,3,0,0,0,0,0,0
1,0.8,0.85,90000,26831,917834,19596,70013,434,16,3136,1154,3,15,0,0,0,0,0,0,0,0
1,0.8,0.85,90500,25126,298465,20064,19962,965,1,3838,65,6,10,1,0,0,0,0,0,0,0
1,0.8,0.85,91000,25974,534167,19643,49737,835,2,3544,36,4,12,0,2,0,0,0,0,0,0
1,0.8,0.85,91500,25897,755967,19220,71027,888,3,3989,30,6,13,0,0,0,0,0,0,0,0
1,0.8,0.85,92000,26302,855977,19005,85049,729,7,3961,22,3,6,0,0,0,0,0,0,0,0
1,0.8,0.85,92500,28935,303188,14503,20079,406,4,6154,5,2,3,0,0,0,0,0,0,0,0
1,0.8,0.85,93000,31803,596297,11973,38758,44,0,6176,16,4,6,0,0,0,0,0,0,0,0
1,0.8,0.85,93500,31406,835092,12277,63688,0,10,6312,21,5,9,0,0,0,0,0,0,0,0
1,0.8,0.85,94000,30852,953289,13132,72803,0,5,6016,20,0,11,0,0,0,0,0,0,0,0
1,0.8,0.85,94500,28267,304042,15273,21048,390,3,6069,10,1,6,0,0,0,0,0,0,0,0
1,0.8,0.85,95000,27821,586476,16206,42933,738,1,5235,17,0,4,0,0,0,0,0,0,0,0
1,0.8,0.85,95500,28269,818039,16838,70258,776,3,4117,20,0,8,0,2,0,0,0,0,0,0
1,0.8,0.85,96000,28772,933982,16288,89878,565,6,4372,26,3,9,0,0,0,0,0,0,0,0
1,0.8,0.85,96500,26087,303548,19715,24796,1275,3,2922,8,1,0,0,0,0,0,0,0,0,0
1,0.8,0.85,97000,26827,580671,18049,57586,1614,3,3508,18,2,1,0,0,0,0,0,0,0,0
1,0.8,0.85,97500,27470,832811,17179,79345,1538,8,3813,22,0,7,0,0,0,0,0,0,0,0
1,0.8,0.85,98000,28285,958348,16331,85570,1548,2,3835,20,1,5,0,0,0,0,0,1,0,0
1,0.8,0.85,98500,30508,332290,14653,15438,906,1,3933,5,0,0,0,0,0,0,0,0,0,0
1,0.8,0.85,99000,32998,633385,12665,32528,407,2,3930,14,0,4,0,0,0,0,0,0,0,0
1,0.8,0.85,99500,35973,928074,10483,35274,143,7,3401,27,0,12,0,4,0,0,0,0,0,0
1,0.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,500,50002,146620,0,120,0,11,0,15,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,1000,49999,1.00718e+06,1,10276,0,50,0,965,0,18,0,4,0,0,0,0,0,0
1,0.8,0.9,1500,49996,2.39378e+06,4,139,0,0,0,28,0,8,0,0,0,0,0,0,0,0
1,0.8,0.9,2000,47802,951444,2,29,0,0,1,9,4,3,0,0,0,0,0,0,0,0
1,0.8,0.9,2500,6729,117281,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0
1,0.8,0.9,3000,8726,146317,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,3500,13217,209678,0,6,0,0,0,1,0,3,0,0,0,0,0,0,0,0
1,0.8,0.9,4000,16582,270512,1,6,0,0,2,6,0,3,0,0,0,0,0,0,0,0
1,0.8,0.9,4500,2757,50893,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,5000,3447,66518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,5500,4598,86736,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,6000,5700,109419,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0.8,0.9,6500,924,17263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.8,0.9,7000,1346,24240,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,7500,1834,34977,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,8000,2291,47402,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0.8,0.9,8500,330,5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,9000,449,8591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,9500,683,12000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,10000,1325,17568,20,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1,0.8,0.9,10500,631,5744,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
1,0.8,0.9,11000,1813,16510,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,11500,5003,46167,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,12000,14041,126525,96,6,0,0,2,3,3,1,0,0,0,0,0,0,0,0
1,0.8,0.9,12500,4365,40564,48,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,13000,13588,114940,52,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0
1,0.8,0.9,13500,41991,304149,85,10,0,0,1,3,3,6,1,0,0,0,0,0,0,0
1,0.8,0.9,14000,316097,934368,170,20,1,0,11,8,10,9,1,0,1,0,0,0,0,0
1,0.8,0.9,14500,781465,1.4194e+06,940,33,388,0,306,5,15,11,0,0,0,0,0,0,0,0
1,0.8,0.9,15000,49998,2.33231e+06,1,66,0,0,0,19,0,15,0,0,1,0,0,0,0,0
1,0.8,0.9,15500,49999,2.36417e+06,1,92,0,0,0,14,0,21,0,0,0,0,0,0,0,0
1,0.8,0.9,16000,49997,1.92817e+06,0,64,1,0,1,17,1,13,0,0,0,0,0,0,0,0
1,0.8,0.9,16500,49988,341885,3,18,3,0,5,3,1,0,0,0,0,0,0,0,0,0
1,0.8,0.9,17000,49979,724120,19,13,0,0,0,4,1,8,0,0,1,0,0,0,0,0
1,0.8,0.9,17500,49744,1.04114e+06,27,35,229,0,0,4,0,10,0,0,0,0,0,0,0,0
1,0.8,0.9,18000,49995,1.18166e+06,1,15,1,0,1,10,2,4,0,0,0,0,0,0,0,0
1,0.8,0.9,18500,49511,351618,28,19,34,0,426,0,1,0,0,0,0,0,0,0,0,0
1,0.8,0.9,19000,49732,720873,0,21,7,0,261,4,0,0,0,0,0,0,0,0,0,0
1,0.8,0.9,19500,49995,1.027e+06,1,23,2,0,2,11,0,2,0,0,0,0,0,0,0,0
1,0.8,0.9,20000,49997,1.17758e+06,1,13,0,0,2,8,0,4,0,0,0,0,0,0,0,0
1,0.8,0.9,20500,49994,343187,3,4,0,0,2,0,1,2,0,0,0,0,0,0,0,0
1,0.8,0.9,21000,49993,723511,1,45,2,0,3,7,1,14,0,0,0,0,0,0,0,0
1,0.8,0.9,21500,49988,1.03927e+06,7,24,5,0,0,3,0,1,0,0,0,0,0,0,0,0
1,0.8,0.9,22000,49959,1.18826e+06,38,35,1,0,0,20,2,6,0,0,0,0,0,0,0,0
1,0.8,0.9,22500,49961,355777,39,20,0,1,0,1,0,3,0,0,0,0,0,0,0,0
1,0.8,0.9,23000,49973,722771,27,10,0,0,0,1,0,4,0,0,0,0,0,0,0,0
1,0.8,0.9,23500,49998,1.0276e+06,0,33,0,0,1,9,0,5,1,0,0,0,0,0,0,0
1,0.8,0.9,24000,49875,1.1746e+06,1,10,124,1,0,9,0,12,0,0,0,0,0,0,0,0
1,0.8,0.9,24500,49692,348742,0,8,305,0,2,2,1,2,0,0,0,0,0,0,0,0
1,0.8,0.9,25000,49941,721898,0,19,58,0,1,3,0,8,0,0,0,0,0,0,0,0
1,0.8,0.9,25500,49835,1.03988e+06,2,24,0,0,163,6,0,3,0,0,0,0,0,0,0,0
1,0.8,0.9,26000,49729,1.1841e+06,0,21,0,0,270,9,0,8,1,0,0,0,0,0,0,0
1,0.8,0.9,26500,49626,341890,91,9,283,0,0,2,0,5,0,0,0,0,0,0,0,0
1,0.8,0.9,27000,49550,714844,1,12,448,0,0,6,1,2,0,0,0,0,0,0,0,0
